PK_LOCALIDADE;CODIGO_REGIAO;_NOME_REGIAO;CIDADE;PAIS;ESTADO;CEP
951e7b5fa843adeacaa98e745c03c8b1975f52f7b8c5a31315be4b3383d31f0c;5;International;Seoul;AU;"";110-793
533154935eb5cd63ce9218e1f66f8d58c5812a4ebca7fc49b59cf6e6a8187246;2;Southern;Tampa;US;FL;33619
890df0fa1a04f6c639ae8655dccdd651fbe7da0f57773ebb1d6f39ef90d22859;2;Southern;Johnson City;US;TN;37602-5418
d5356951ccfcf29ed268d5907cd7334fc5c8a0abf3d01996bdcc1d0f21cd9253;3;Northeast;North Hampton;US;NH;3862
4670ec16ff81232210ee77f6a22322dcd3ca88cdbabc7e4fd90164775dd5206a;1;Western;Salt Lake City;US;UT;84115
ec31cac35a24ece54ea8118b541e0edd2bfc645adb4fd1cb3cae6b83c48aa841;4;Central;Joliet;US;IL;60432
1637d28eb932f6343169395285485546c3a0b0dd45563dfae246d1d7795a8219;4;Central;Ham Lake;US;MN;55304
8099d26d10883080d7aca1df7e9ebb4e7bdb71690e12496a88bb552e59f01f53;1;Western;West Jordan;US;UT;84084
45f7c5bc63670c44d8551c5497d7e7f4603940221ebdecf257d40da5efca6b2e;1;Western;Sacramento;US;CA;95851-1297
1b9e92a65fb90ed9460fc7fa9c2e5e8522554cd313b504cf5614263c092d3c14;3;Northeast;Nesquehoning;US;PA;18240
233b439f62a8cadef82b4ebc25d3806b8f2d2053698476d3a78e7868422930bc;1;Western;Portland;US;OR;97217
e5ecfb1a3db97e027da5f45d440635e59c9d667c7b2616b752d0f904b67e7653;2;Southern;Whitehouse;US;TN;37188
166d0170445c198e71f4bd015884f275923e5b09a7ddbba53c9cef84237aabb0;1;Western;Anchorage;US;AK;99501
52fc472b6284f4b4e291865bd9374b41f3575049653cd5b9e4d5fbedba466462;2;Southern;Ooltewah;US;TN;37363
94bb58046b625149971d3775bcac5f1a8e8210e6a1fbd40c6ed244ae64bcbf71;2;Southern;New Orleans;US;LA;70181
1931ac0bc68313c1c77d9bad159bd5d0ea8a6bac91317770de8e8e1217bc4ddd;1;Western;Rancho Cordova;US;CA;95742
eb480bb78faef5517d95e57a6710ff48c7a719b3559ecab12a00acb63c6488c9;1;Western;Portland;US;OR;97294
243e5f2094172838c096cb16de19bcbdf4b301728a5d843fc3d440666231b0cd;5;International;Jeddah;AU;"";21424
e8686bf73a5afc1d3f6e1f994e25009e646e1b11d93da03ea9e3c45839f70c65;1;Western;Milwaukie;US;OR;97222
3f2961a216a582a31ecd03d1d23735d6dd0abe8abf08d263721b8e1a024caab9;4;Central;Elkhart;US;IN;46514
168c24f6007c312bc20e7eb06fc408e52f0bba3e88c200abc5fe6dd08ba31010;2;Southern;Creedmoor;US;NC;27522
98ebe5dda492a53759f0dbb946702b6ede5532e245013b62da77847aa727b497;2;Southern;Gretna;US;LA;70056
124b22bc20156344d16e33643ca19929090d7bc1f7544815d6bf64fca2107fd5;5;International;Santiago;UK;"";\"\"
52aac95aad6b569c87ba289cd9717a1b1c929864692fa5333afe1398ff102d2d;2;Southern;Houston;US;TX;77092
8995cb033f8b085cb479a41ed4c7ceb2c4b7947cdbfe3463faf34e594acfb32f;1;Western;Portland;US;OR;97208-3591
cdced492248af8453426aee30dca5308840241470a9f98afa3fe0fc2fe4ec52d;4;Central;Joliet;US;IL;60435
61e8537824d698c4f2c5017b4b204c40698fa43a6df0f7d7d3a3a2c8ea262cd4;2;Southern;Ormond Beach;US;FL;32176
d0d3537f08b7b55d52a6383b01831b0ca6a60beec2fb955ce04e0c42140efddb;3;Northeast;Lewiston;US;ME;4240
432b87d5decf10f24b5ea92dc0197d4b5efb44fe053dab2bdfbff9f8d24b60c5;3;Northeast;East Providence;US;RI;2914
0cd8b20ecf80ec31e5885a2262c9ceea49b02b255028918dde7e1a365ad5b9b7;0;Canada;Surrey;CA;BC;V3T 4W2
0979c9252082b0866a5b81ac58d12b37f11831f12641aeef4d6004594cc0a5d0;4;Central;Livonia;US;MI;48150
2b569e04e9bdd28002c979683c13c9c3fae1421a6ac6c1a05343e9a251fe5768;4;Central;New Hampton;US;IA;50659
504f363c08d51bd9e878baecbf6331d67c4547d0d4b6a089de8c1b00378e50b8;2;Southern;Tulsa;US;OK;74107
67218392b531e8bd73adaee097c27484267c5196c34a8206341154e0d2efee99;3;Northeast;Milesburg;US;PA;16853
7b87aa732caee621c21f97ac3fee00f2fc50a9e4aa9eb5e658b66ee3e6ef05bf;2;Southern;Spring;US;TX;77388
92b085acffa8d8005b156d35e153b2a44bacce755615a96d6e1b4c910cdab7e4;1;Western;Rancho Cordova;US;CA;95742-7316
1f9f3cedd4b9fababce4746c15f60f4885dd8524b86c51c58e8bf7d64aa4ae68;1;Western;Pocatello;US;ID;83201
b16a706fcae545f0202fa5f387f1a0b63aacd9f4f1967f511f06ccf6e299df3e;1;Western;Aurora;US;OR;97002
395de369e2cdf4f0dbf52d2c5df33f24c2f446f9a0bbdf243a3365793d502cef;4;Central;Milwaukie;US;WI;53209
8c432fcfd45dd1ac2b6b438eac45d256714109e03f84ea26848c53052f40c5c6;5;International;\"\";UK;"";\"\"
0c2f09c78d8065d0b8ae73279366f208572ac21b94f146f4d3e3df51a6d95581;4;Central;Bensonville;US;IL;60106-1119
afa07aca8392d0d7d9397343de7b9c356f2a69ecf7867b9f4853d9b81c086312;0;Canada;Valcourt;CA;QU;J0E 2L0
d78c9117baeaff806edc5e39ae8aaa74cfebd7b10d35667e42e0e0960c429df9;3;Northeast;Shady Grove;US;PA;17256-0021
61eacfbb3d7559830e495de6434277d1d11ba79ea3bec90cb51979c862695ce2;4;Central;South Bend;US;IN;46634-7005
1834f94f192ac8c182374eae56d81822d6cada62c743236ab5168b21e13432b2;4;Central;Wooster;US;OH;44691
df6433eba0b1b33f24f7175bb719e32c5b239d41eff843ef060ab72a3b95a799;3;Northeast;Fredericksburg;US;VA;22405
b29db9d70eb9f5d9d198cf6398cfbf7b5bc384e874c75396becbc948fec94b88;2;Southern;Elizabethtown;US;KY;42702-2143
c0c2625acff2da42c94ee56019a9272022499aa63547c8a20327978d30c3d96a;1;Western;Stockton;US;CA;95205
c0ffbbe2a347522316002dae7b26fed77a0b6dab132f5c576a17f808d7c6fced;4;Central;Oslo;US;MN;56744
d601b33d9803bb30b33cfb8c2fca5c1c2af492341385111c2e7dbaa191bcd169;1;Western;Costa Mesa;US;CA;92626-5555
5b88cfca19bca18d3662480b5003faf7e2e0aedb8f52447245d969de455bbffc;0;Canada;Toronto;CA;ON;M2H 3B4
5696dd78e5c75d36a0ff1bb5257d547853466f945e725c97099b12612c5fe671;0;Canada;Toronto;CA;ON;M3J 2E5
20c429cb6c017952e2ce9df4991c1454479a3d509f75abb350859a6067d19cc8;0;Canada;Edmonton;CA;AB;T6E 4N6
998019b67a54571fcf81dde0bfbe089ddb24fba63d8e4b1abda56c3da4f1c7e7;0;Canada;Surrey;CA;BC;V35-6J8
34e6ebc78a7bbd5f61e2c29cd96e1d5f38f394b4510c953df3bceb5b5f4b9c3e;0;Canada;Montreal;CA;QU;H1N 2B3
95794eaf37a9c5602db17c64a5944fcd63705c915ed396f42d13a6237ee8170e;1;Western;Phoenix;US;AZ;85034
09a1fabaac9449eac7cfb13652edb2b3f23fe8e394f97503cb2a640068081ab9;4;Central;Troy;US;MI;48083
190e42007b0b40122c99a90aee51f4e02f81ff5112329ccf3ee1ac87e15200d1;1;Western;Placentia;US;CA;92670
b44f76f86535321f6603b6733ada78f7797d5e4a77a88f882558f06d9e4e3b71;0;Canada;Surrey;CA;BC;V4N 3P8
a191a5ef9537ec0984a7a398106ef930e437e11ab0dfd0efabe893b0a35799bf;2;Southern;Houston;US;TX;77081
725be57b36b22cc250a6449eafbb728bebb874c4a679d3414c8cae47d73d4fcb;5;International;Bremen;UK;"";D-28390
748833bd0bc0f8293c70cae1baf88c328f0fd8d88079e1ec31a37fb598b0dd33;0;Canada;Ingersoll;CA;ON;N5C 4A6
2007c48ffc37da9091fd5aef6b5e9e16d130dd11f971f681f442d700a187c8ad;2;Southern;Irving;US;TX;75016-7728
34b596e32b0736aa5f2aff1e3c7ac8a2605f619c0002a335d726a292ba02f757;4;Central;Raleigh;US;IL;62977-0068
e3f861388b66847d499270917926a140517c0098db54c564d14544f7384b97ad;5;International;Seoul;AU;"";135-260
639d31bb7c0b17950a504a041a473da62cc3936472d5cbd21acd095e856d9954;4;Central;Kalamazoo;US;MI;49007
52cf033392ec375f9289c06526fb218dccac26d51711db8b851e18b566da58bb;5;International;D 95326 Kulmbach;UK;"";\"\"
c93d9b77e5d441d5535006b8aa201ba59fbe4c60becc4f4a6c0c29bed3830007;1;Western;San Marcos;US;CA;92069
9a3dbb6ef444fd8c3a8b4cc96bd8eb4b0ff246b592f0908c6de04a827ff9068b;2;Southern;Jackson;US;MS;39213
02e0e4cc23dd8bbbf6c4aa71db601b83a868026f144167eab7cc3bfc104ca183;5;International;Kilsyth;UK;"";3136
312526cce14a10d4fa6e30b871101e498679cd1532a1d89d16094878e955053c;2;Southern;Dallas;US;TX;75226
e62ef3621034c63f0a9c03572eb0175a9ced02fb4cab7f2b6b52568c2077bdd9;2;Southern;Savannah;US;GA;31403
bc5f9c5c1ba22938f44def3e715e0efc607bc7d8c5bc05704bb38be14130aabb;0;Canada;Mississauga;CA;ON;L4V 1B3
0f8e5b61b309df52768b1859187c5b3d25768df681e427028beab40ef646f11b;4;Central;Springfield;US;MO;65898
f40084295e485dd1d2decdb1e6538c71f39d443964c5d350f3d1701ce6731d01;5;International;ZI 1 Ducos;IR;"";\"\"
f6bd5a1c4948ba983ae092832690fee7e6747c43bd108f99411c4dd3b4955ba9;2;Southern;Mobile;US;AL;36619
0495f3c8ff8a07242db073416f0a309427af13853e5c1ca35804a12373a54900;2;Southern;Longview;US;TX;75608
2808e8ea1326b05cc5092b394ac7e8e16e079d6a7ac821acc26fdb148b82a077;1;Western;Libby;US;MT;59923
ffe9cab7f7a405db7850f39e77baad1269e05b846cdbad731ef83a4f5cedf902;4;Central;Milwaukie;US;WI;53225
8cad8572ab419d9061c8ef9e121231d17544e3c42bd08f50b54237e2c379a124;5;International;Jeddah;AU;"";11443
98a2154b5a5f22863e0a5a815a8ee1447ccb2c148c8831c4d2e123386cbb7e02;2;Southern;Pearl;US;MS;39209
8f1750b9a5e61717579d6243f2eb25be90ef80a1ba32fbc27ff5eb04bc21c65c;2;Southern;Springhill;US;LA;71075
064a479cba2b09fe180f825129252b5eeada0eb681f490bc7eeabd6db2a6d6a5;3;Northeast;Wells;US;ME;4090
bc0b28fb444eb4bb38c23d107881c6c47f4a39d79be751827a8b33db28ae180a;2;Southern;Birmingham;US;AL;35244
f9ce1a1612445cf0e60c508164593f23285063953511abbc1166b17449164e2b;4;Central;Brookfield;US;WI;53008
7018fdbc1e12003850b408611e3dea1b93645bc49fca59d6a9dac8111fb8218a;2;Southern;Tulsa;US;OK;74158-2510
f1411b3627f8e3c7a42edf287e3b201b200f888c7fd83212f7615984beb818bb;1;Western;Anchorage;US;AK;99518
44146afde20f5a504c60fa89cc6672470ae9f7e93cc05992aa5c0cc9f2fbad4f;4;Central;Newport;US;MI;O
b21ab55c375b8d6cc4c1ceee82f026742f0891944a1d735f115eacadd09d5618;1;Western;Oakland;US;CA;94621
275300f204f94158818c3b0b348e1c7e42706d3a104bd786f7ba955da309e64d;5;International;West Midlands;UK;"";DY9 8HS
c41f9009d06bb8bcd8beff8a3728a3ada9f0b9e285dadf8d17915e0e3a277534;5;International;Valencia;UK;"";\"\"
78f3459138a3227a7c6e60b8e1f5725d6a564ebea4a707f7203442410b44d8c7;0;Canada;Moncton;CA;NB;E1E 1H5
9fb000c0f9275290bb7db89b1b99463f2932056ca5cef1b93256a9eb974f4fc0;2;Southern;Oklahoma City;US;OK;73128
fe81d7c8d211a658192b449165458d7616b3a8fd870ddc0b1879a9f427a443e3;1;Western;Salt Lake City;US;UT;84126
5b91b4daf4f5a330a24e7d327c5be217ee4b686831c6f569a3f8df0016c79f3c;5;International;Guadalajara Jal Mexico;IR;"";44530
3591b99a50df6084d8ee45f0dc8c0a381cb7b3231707b51a1798002da5aa6373;4;Central;MOLINE;US;IL;61266-8808
8855ed3b44e530e07e1101868e16eebccf87fa5a3717d298dd42fb5d49fd6cea;2;Southern;Hialeah;US;FL;33014
755b3a9aaa6d67b352886cd8625c944f3aaf2a7d03737eb6865ec13a4c0187e8;4;Central;Evansville;US;IN;47716-5364
78f683347b15209c4ccd5a33d0c45f29e99169156c2462fd5c263235ec1029e8;5;International;Industriestrasse 17;UK;"";\"\"
6e3f2a68be2f28a20440e47e6b91f0c8968f41a1765c7556d9ee8bcd0b9a870b;3;Northeast;Framingham;US;MA;1702
d18bfdd7235b17feb21725d754a8f642a214f97065aa5fa53690c2537e4abb86;5;International;1980 Santiago;UK;"";\"\"
f4a4cb7d081198aab83fedfe89c54fa549a3c379ca5f8d7c56600f5bf7212c4c;2;Southern;Shreveport;US;LA;71130
1ad934a5d9dc7dbca4c9c8c871a27a9e23e297b00c45478755b3f8dedd5152c6;4;Central;Kansas City;US;KS;66105
3762cc3f89fa63daa6eb951d31b0ad3a7f5aeddb692cc9575f52275e723ee17e;5;International;Istanbul;AU;"";80090
27aa499680c84d7f0e7f29c671ee2fbab55effb8326bc8cf0045fbbdf8850b28;4;Central;Overland Park;US;KS;66282-2990
e67d4bb290cb5026977b70ffbbed8ea0dca567c6ec50980300bb9c459e8cfb91;0;Canada;Surrey;CA;BC;V3S-2A7
cf74a243a89055d9f9c26474ed0c3077474bbda008681a818489718e2a07eb08;1;Western;Phoenix;US;AZ;85036-1502
d2ed9358716105b42b4a8499eb05023c4f329bec1e21e0abe69361676718f2c1;3;Northeast;Roanoke;US;VA;24001
21651767af859a24df01ef07532e580ebafa9a1540b9b1cbd47a9c4985349704;2;Southern;Montgomery;US;AL;36117
630d37a234d123520dcbcfcdb379bb105bdaeff2799d6fe21e864199ef1b7e17;3;Northeast;Morgantown;US;WV;26505
1fc439b193084da7c6ffed3dc78dc04428b7fdd66572e68c6f4f9429816651c8;1;Western;Tigard;US;OR;97224
2826bb90e8f124561d855e0157d40d800fc777ed19484164d4dde9b445b0ffbe;2;Southern;Fort Worth;US;TX;76177
41fed264032e57c74f67b491afc992b421c1459ebbcee2cc5b926f1dd74bbd4e;0;Canada;Winnepeg;CA;MB;R2R 1V2
d382f401cb5b40e69723b70dd5c4536fc82b2cade4bbe1ee919ce586193aa038;3;Northeast;Petersburg;US;VA;23803
e9b486f9bdb9711b76fb98e41d9ee482949fb21a88e0218a5d62950d10459dbe;2;Southern;Fort Smith;US;AR;72902-0849
1b69c1c2b9f3ba7bdec29f106eda90b551ae5df9dc485361ff54083b1d64fa4d;2;Southern;Beaumont;US;TX;77704
6b3efb565f242a4873373570de7c8764cd8804fc2e6dc8a74ecbc5ed01d38805;4;Central;McHenry;US;IL;60050
1bd6c52a6c48ee44105a983bb2c8c0eb204b0d7a3954aaa951935e0788b0c4f3;0;Canada;Montreal;CA;QU;H3S 2T4
ba20e6e5977af2a86f68d4de1e6e33a09374115040da139ce1e84d97c23c72d4;5;International;Ruwi;IR;"";\"\"
e14a90753362c8ad5de5330001fc9c15b64e43f1ef5cdc4498b8124a9ade35b1;4;Central;Rapid City;US;SD;57709
33f11d63763b17b4b1dfb64cbae6777680bdc602e0a532360f3a3858cd1b492e;4;Central;Kansas City;US;MO;64139-1538
fb8782ac1ac44db348ec38885fe1fb5d6a0395648bd61bc3e15ab06a94161b83;5;International;Beijing 100088;UK;"";\"\"
46c9f312b792cd786fd8bd9b365e947334a8b3187f191c393d64b7ee3bcccb86;4;Central;Pocahontas;US;IA;50574
a9e6621d1932f7cfb286cd2ca36418f66087fdc107cf00f701558a93eb0043aa;4;Central;Columbiana;US;OH;44408
78dc33c6293c96744b5db72d6e3ebd603203a65abf9b2a423136f02a77bf9c18;4;Central;Dearborn;US;MI;48121
540089ea0c30734f06c7a904dbd0e3ae6d2fa7a0e1dd79684d1bd60a85211c64;4;Central;Hazelwood;US;MO;63042
5c728ba8f0021cb7125129d393cfa98a8f2db1e0b1ba63b8b3dc8b7393b2e487;1;Western;Albany;US;OR;97321
f096620af35207f5961b72072ef348a563addcfe005097c6985de9bc3095f1c0;2;Southern;Brookhaven;US;MS;39601
6b5d07d34d3fd620a37c0de171daf5755db2b1f13557e3f87674204490aab41d;3;Northeast;Milton;US;PA;17847
be29f7848979d5b9a277ee1784b831aa2ba3391008c0812e566a7034e8083e23;1;Western;San Diego;US;CA;92102
cae7b183b7852e7b1334ecebbd84c05ce5ecc650d8175b09a22f1f3c4e7274cd;5;International;Sao Paulo;UK;"";5052
2806cd1933db5d381aa0cb4df5996abfd8ad3a3efce7ba50fece891f70f4cbe3;4;Central;Shawano;US;WI;54166
45085715997890670312ac94a8dee4840fd22b59dddcdd68f1bc1dc8db4c254f;2;Southern;Olive Branch;US;MS;38654-3703
46427437c349b5e1058a603f35b5bd122f9997c5f1d09d60eed54258d754586b;1;Western;Puyallup;US;WA;98373
4720ea2254d709d04a6f923b57ae4032f57b6227cd3ef6a9486f14667c4a2ea4;5;International;Sollinge Molle;UK;"";\"\"
78c8f526503a1b856d874aff5e3d51ff9944b6926d36e1daae335e0c7ab37e79;4;Central;St Joseph;US;MO;64507-9799
30d687c2baa00b69fc693046ec86211a85b47681c16e42281c396c2d626d237e;4;Central;Hammond;US;IN;46323
4094bf02c5b2b1ee48af5706038a0e157df25a0a2b751735530e6f3635c202e2;4;Central;Coldwater;US;MI;49036
b65c87e3a459f87dcfde470e84a3fe3f38f3fc5b30d5b1dfb93ac19d26c9d511;4;Central;Mitchell;US;SD;57301-7064
ea4cc5fcc7c5e0330b761bb2d9c98daa4642d399fa43cf90efd83c87365d28f9;0;Canada;Edmonton;CA;AB;T5V 1C7
a9cba93e5262a8322e831541902e58733360da5666f5f8ac87b3a549942fd7ef;2;Southern;Jasper;US;TX;75951
2d848035c7f83f8c1f946d44bbdfb60df93f20e2d78a65825fb434c023fad0a4;5;International;Hamamatsu City;AU;"";432-8611
cad8df81b7f30f75e590db430031f3dba4db5f647d973ac4ff03de08e6387481;5;International;Songtan SI;AU;"";459-050
a85c3606579ee77f90ce1ee186a0f8eb4f26a9bcfa1fcf7f111d22609b6e221b;0;Canada;Calgary;CA;AB;T2E 6Z2
b163831ebea8c555a95aac7719f2baac7c2853d04eeca20878c505913e11197d;4;Central;Wayne;US;MI;48184
9e6c43b1a30bf7cdb3dc0ed56f243fef5d120158c9a424e7bbd26e2b0c9e7241;2;Southern;Miami;US;FL;33122
2d496941c67e58ca44432c9a6d65b8ef3faf6ed73d27b715e57f648f82ee9498;1;Western;Beaverton;US;OR;97008
707f19c4e718794f029258a549c17a744da16fe94b296470fb838a28ff0af50d;4;Central;New Castle;US;IN;47362
335d9bc3fac3b85a527aebc1f65398f69140452b05445f2334cf0dd2de69d800;4;Central;Plainfield;US;IN;46168-0600
d1761447cb8e95a22b1fccffd5ec8b176edab3e8c1e87b1e994425604bf5dc90;0;Canada;Winnepeg;CA;MB;R2X 2X9
c943bacb809e51c3fc26e71ea5beafc838d5d1399c945bf56d080e10a44a457d;2;Southern;Clemson;US;SC;29633
6874ec16c2b354909f9a95eb94a75207ace33bf7ff143de77de40c7f38634f2c;4;Central;Akron;US;OH;44312
cf252d07acf70e56eab1d2cb43c4b6e76a6f1b3027d453671e2e90947f4b78c5;2;Southern;Baton Rouge;US;LA;70815
d9efe161f6395f9efe8462bc1a5e6dbe26345cc9a70368e5188e96afc6b6a026;4;Central;Eagan;US;MN;55121
ef9e91f3befd8a46f2c6ca25521a9e101ab2978e9e25857fdb3fb24da9570188;1;Western;Tigard;US;OR;97223
5a16c8b1b905846ac44deb43f1ad4456e45afd32e60534eac43ec43ded1982fb;4;Central;Cincinnati;US;OH;45241
b4625c670f795c688d23eae881ee162b35aaef8dea08eb1015f807a85055431b;0;Canada;Prince George;CA;BC;V2N 1V6
277ab51bb24c0f58da6a4523814af893ab94c54ec881126dcca48c8574c88985;2;Southern;Augusta;US;GA;30917-4658
80e1586bb0e5c9abda6cd20b6b7febd549ff784abcdb2a5e1be0d4ede7f15cf6;4;Central;Moline;US;IL;61266-8808
8f1476583434895ca14a31ddcbfd01543d81d2c371199d85b7650c9b066c69c1;4;Central;Ottawa;US;KS;66067-3805
b186bc587630f43f3bda6a2471406524235940264f1c290c1436affd2e977683;4;Central;St. Cloud;US;MN;56304
3f24724ebe06cacd31de27a24488bb6f1eeeb4128630814ce8fd10430785f5b5;5;International;FIN 00710;UK;"";710
973cde84e856af24059322f9fd306ee0a5d69cb85e60c332d8ac33e6e0f8aa4c;2;Southern;Atlanta;US;GA;30325-0858
5af8ced7beab9125ecc0f6fc14c2aa60be478b5a1112ae971ac5bf5022c52491;3;Northeast;Fairview;US;NJ;7022
726b12ad4e2d14064bba9e114344e87546ca52fb04f75ac19d0b3f81cc02c921;5;International;Carcas;UK;"";\"\"
a08748cd3af0f724c4ccc60c2aac0e54c881696b5248d11d08749ae13f7c787c;1;Western;Billings;US;MT;59101
a4539c4f82f0e0c4c40ffd907ff684a3e330de4902ea1712c671752cd1785078;4;Central;Grand Rapids;US;MN;55744
fd3612e8e5e1517d019ba245b8401772432b803204fc02e2ff4a40d01046aa71;2;Southern;Tulsa;US;OK;74101-3445
2caed35b7ab83862527c16129d5469702cd2d4a2fb3b4222f0274407e7f33941;1;Western;Tuscon;US;AZ;85713
b21b61cc5bb38d65d6a01e5e05242d120b4257a752a1517756b7bca33c41b5c4;2;Southern;Alexandria;US;KY;41001
5426ee65c9bf22bb37f577a6004f236b3d4ee19a9fa217a6a753a7225f2dbdc7;2;Southern;Dallas;US;TX;75238
5efff09a3af2673d5f3f884faa292ecb9cce9373736eb7ebee293752d6ca371a;3;Northeast;Somerset;US;NJ;08873-6750
63dc69c36bce4f85e4cefbb6e50e08b83b0aee1c92277b5be8b628aba99d75cb;2;Southern;Smyrna;US;TN;37167
71d592939295d346fc79fd5170e81ab032a0531bbd6f8c089f73a370abd9caee;3;Northeast;Mercer;US;PA;16137
b70bdd7e04608b9cd73287d2955afef0711e298c8e9d002279b5db9177409623;5;International;\"\";AU;"";\"\"
e19394a990884843389f0200d1dc81eee3005ffe0dce373db3456c5c1216f5c6;5;International;Santa Cruz;UK;"";\"\"
6d47f73191b85cfbc2e901f4811e8d34211f4b56be7958dff6c0b2b3e99555c9;0;Canada;Edmonton;CA;AB;T6E 0B2
771449ac8ac792fcc605ff6dc19f1b133742e77052f643cb80f2161fb407b1fe;2;Southern;Charlotte;US;NC;28236
f2baf0eae6fb2ce753a9a94eef599047b9c5fb16701adf8bf595ffb80e6cd15e;2;Southern;Miami;US;FL;33147
bffa40bfadfafc5df84b4a59492ebed7431090fe901320e70cda91f9401e4a8d;2;Southern;Saginaw;US;AL;35137
c4d856cd18c7fe36178a82f6da46df4d27fd0c54ba75fc795b8ad297137b5796;2;Southern;Tupelo;US;MS;38803-2187
20ac9ada27dfee794a89ed0698f9aff65fb7399d811e797c4025c7ac95841769;4;Central;Warren;US;MI;48091-2991
4e0a20ce15b4a728ee3d9d480c8c58d6d436e2f3bbed36436715769e392e0a09;2;Southern;Tulsa;US;OK;74115
49ab94cf8751c2b5beb8896605de866c9d1837ce3c372d91ffaed68675fb6210;4;Central;Depere;US;WI;54115
758de3a8afc47ec0f221f6b04fd5696e523921990289a5d7692ad41d43d1e621;4;Central;Des Moines;US;IA;50316-0283
5524dac5bef1885abebe67f780ad6f54b10c1f718bdbc59d8ee820cd55ae74b5;2;Southern;Miami;US;FL;33126
b6597248bbbd878da55de3cebef8c926fe62de7f5d405caee80d145e6755ec96;4;Central;Cape Girardeau;US;MO;63702
dafce69631c23d637664ebacb8a0d8976e53affc0006772bfaac2c423d19ddb3;3;Northeast;Bedford Hills;US;NY;10507
96164283f2bfd6dc80b7fa2cad004669e35e633f777e7488dc24bec1ed0d27a7;3;Northeast;Manassas;US;VA;20109
1c23a4a4342aeb32f597c2b73e906d6f9e84e6f9fdeda661b9909521f22d8b66;5;International;Quito;UK;"";\"\"
d5db58ab7439a392010db19a6143e72e8227cad26b5ee22b9e8cc2f4c32e1998;5;International;Cali;UK;"";\"\"
9fef899e44806266d481c5a6f508ce954ad3671c72270a831a51647f9bbaf53d;2;Southern;Cleveland;US;MS;38732-0899
8fd0e2a433670431596adee7e355f1065936d553a5f1adb75473cb54512a0421;5;International;Tokyo 171;AU;"";\"\"
f05e8e8ab5d52ea54eb6f43da141eb2942517f96b57fdc4a1bbdf6b1b79602f6;1;Western;Redding;US;CA;96002
2fd6251d65fa54e237b9f9aa889ce37b32937c953598f9dbcec703928a882c3f;2;Southern;Charlotte;US;NC;28213
fc02de474b2c596c2ed54d7c9e9fb9bb446c816398a0e007710a3cf9929444f9;3;Northeast;Buffalo;US;NY;14206
70c096496c657af0ffdde8d1ee0f72ac305b8cfc19b843d06051070777e3b652;2;Southern;Little Rock;US;AR;72209
371fb9c75fb0d548f682ff75a1fe878eddf9b6ba95283a10a2b1b3850a63fc95;0;Canada;Fort Macleod;CA;AB;T0L 0Z0
c2238a042a0bee662d5c2aeebc7805b6d239ab213c30c09d0056a56df5622c7b;4;Central;Highland;US;IL;62249
5f76a82ae061d8f57191b669e917bb34fa43af5a56753ffacb20a1020e1c7884;1;Western;El Cajon;US;CA;92020
d1329c2943ec9dd3b1b0be1f92285069173bf36f73dc65f7fd0592beebd4714e;3;Northeast;Elma;US;NY;14059
1dd85c39624643919397c7c6ca2619f325447371cbb30ad62d2a651d44e92838;4;Central;Sioux Center;US;IA;51250
d3e5bc04fd42c794b07db0b8b7874cc30dd915c4cb408e8fb11b586cd0d84e78;4;Central;Monroe;US;WI;53566
d7f6ecb4481386e7f4620ad9ec6a1ce6d7c7040f8a64e68047ffa24b9abc7360;5;International;Dubai;UK;"";\"\"
7e0d8ba7eed5f6f4cfa56937dd85ee14242b77edf1d582be0ce0dc205295df1f;1;Western;Auburn;US;WA;98001
e8445fd2f34b5a47eb7746309f093d70bb352757ab6c1b9101cf1b25c082ed8c;3;Northeast;Pittsburgh;US;PA;15238
50f52648146475962adba852872407316d3d23bd95d0b02455471725e94d9525;2;Southern;Lake Hamilton;US;FL;33851
eaf024e41ca810a2fef572a378cc9eee4868621324e27c0929d7da27edf08d7b;1;Western;Kent;US;WA;98032
