PK_TEMPO;DIA;MES;ANO
b6ecc5aaabe043c15ccc68b38d3ad27c02bf0b96019aae24de1fcd4f1ef2d676;25;04;2017
68c34c2aba24737ca5eb5134bf7276558865bad4f8b3784a2c04ad859314366f;25;08;2018
4c8b614eac2ec309f9eb5a0dc131bc4672370cb6eb3f514dee37a7870b00cb38;04;10;2017
92ac5c1b28fc9bb6ac881ed0573874dc0d19eabca2c87a94cbc3b36762e5eb14;16;06;2017
8ccf1bec189f11bcbfeb7b58da781891815ecd5034655e49e5ba2adeec4b511e;30;07;2018
56b8eef7119fd917f3063605c50f65be148dfff0fa2e20fd7eb2088d71ffc646;19;07;2018
2cb429837601661fd0e0f7df876903a6f2421055ffbdbad73253eae58d3a6b36;01;03;2017
5beed0589c74e63449d4e69564ee1239994176d2aa4fc8c09d6d6f445759b0cd;28;10;2018
2a5b17b05486c06e28148f5885d57f01d4891a4fc6dbcac85950a49b22673969;05;05;2017
1f9c34e7184e38e8f6c4319b5a7449853c62e864805e6004663801c2db958766;18;03;2019
433628eacea78e9b601e1796c750886e53a82d00bd586dd88fd143a76e235d64;02;02;2019
c83f40d070ece7d3dd08310a5f61a0f033f721e9400a890794c9a9b0aea78ea2;22;04;2018
d8f83e2ff7a937f23171a0abfce6d1d633f4eb7e9cdb603502fd53bb90f57be5;29;12;2017
291f7fc3b873006f575a0b78fddc521a0f3e9bdde3d4c2ac4a24b758c070cd55;11;10;2017
1c48a1a61272dd01ba7cafa1412b1131043d7f32657f43ce36e2d18cc216b7e4;06;01;2018
85c7c8b2cb9c59bfe1eb16503879c226d6f7687c7ec86a294b0c15eaee582888;02;08;2017
4bf13e34a8b12a74d15f0e215f1b3d0b2731d9e06a7ffdfecef36514ab32f2a9;03;08;2018
1b255fe901ec6b3fa6171d12696962ca137d0506f3736f36c89a88e86adfe7c3;26;01;2019
ce7214d4888189c73667da27c065728d6c0d75e7ec6a8c5dbd818a0cd695fdd0;05;10;2017
741b3dcc08cdbf9124125037193e7dff3ae63d9ee6273820bf53f6ff046d7683;19;10;2018
6cb7cd32db86b0a69b3d5476bf2cdd4ad557f2de57330aba31d21e679c5fc9d8;18;01;2017
2b3023526b3c3becfc530224977489f1da3f548615067aa632d6abcf266c15ff;30;09;2018
9e5195eb27bae42b573eb1dc1c9077b31282acbab46b5335c49c101d2a2e93e9;10;02;2018
43dbeb2fc0e93e63723915b52ad5fffeb415ed755474d11d67e065deab6d5a5c;13;08;2018
599953cf3b994b4d3470e81148ee476cd679cf932987c656aa76ad6e58807b78;06;09;2017
2bf0772a9fd89b070fe0261d63792956f0e2c6ded514b33be4e8ddfb1e4ff262;14;01;2019
3642cade3df4c900707ae48d41b41d03b997870d80c24b2bbfc38741f351f8ba;16;08;2017
f71b7e9ebf925957c49d1c12c247961b13645b70f8fa7f2a9da1dcf84fa658db;16;06;2018
0dbca223570524b57d74e657f3fb8967b5663e99a04894544dfa6cfddb6a008f;23;12;2018
c1f4f906607cffc2d115e81e7428721d876b358104544c007901f62c4479487a;25;07;2017
99bd6e2a90fc84aa453de92cfdde8e7bb87d24b102671c568f1939934fe028e6;05;02;2019
57cbdaca441736492f67bbd0362eccadb2dbd67b497b025d841dba03d3a7795c;19;09;2017
eeefaeda8c7e0d0f91a36ca9ea42afe7a2b2323e7c11e2559aac3142fbdb826b;11;03;2019
c2fb763c2b54cef8034d1ed01bd9b8a7f9f600566d3741caaa9b6ab7a44060f4;18;12;2017
66ceeea880983566dce6fd35aace2d45442bbed4c44c422c4027346d443e984c;27;09;2017
9aa32739012fc5fb79bfe0adc5fc8129355b803f3639b15819c249ab2437198a;09;06;2017
61704a490aea2a501b96145d072bb0dae01f5f15c7c485c5b9893869788a198e;17;05;2017
a15070810068643f4c8133f88fa0a7919cca1d9a4bb43fcedf9e8740736e0bce;26;03;2018
0349103d6d887ff820927b168b4a0f5f72e2a0d7f15fabd8892f59f4c8f636cd;02;06;2017
30a7b8304518f918fde4f796f9d739d3d55538d5a20deee3916b6caa32daf027;25;12;2017
94a3789c56785abf8229680a935153a901dbf17a2c776c7f04713bff931f717d;05;01;2018
ad88aa57291776c7f739ad0e2194f5c86cd2bd948fdee3b859a58488291c19fe;29;10;2018
70f970fc9b63b22258e0b8db996ddea93d124fb4c3f95cd904954f4a955c15ec;20;09;2017
8495ba435b02313f2fe20f1957bdb9761fef88323402fb8c3e535fe68bb24c81;10;06;2018
ac6cac36aa95a33ced5bb7c39654fb8bfbd3387529220659e31bd613093581c7;08;07;2018
0878bb35723a29861926839137bdcb5285fd218c6788cffe931df589a95d8786;29;03;2017
e6b6b0fb6893c8d02637dd44863d329057cbea3b135c7f673962f04b6810cb77;03;02;2018
335bcc0aafdcbbb449b497294000e6b5e395857aafc89e88a76c322d00df5604;16;11;2018
9ef40afe7bab8084f73339c793f3009dd7edf1de398842c0c12441ee179b59ff;28;04;2018
a6d23ea9a50260e8f95e9968dd2c62d909645b01766dcea7328f897b413aaae6;22;02;2017
590da806d62eb2aacedf53046fcc556aa6f452211248a4e47bb6e6240c7a02d4;15;08;2017
f0a1781307be760c25907294f391aef2726c5502da6ed3b328bfbb9fb972f1e3;07;03;2017
e8e6644c12b434a4b8958d3f32770de7ee999c2a325f9d65ff89a5c87c6e0161;03;11;2017
6d49219f1c1915936e5e5baf567e8bd338cd0e56dfd8b8292f9ea1e662f23f93;26;04;2017
3948083c23ebd0c834562217dcbbc941cc9c54ad0afcfff4d4c59f9942fda3d5;12;05;2018
c081dbaedc32d51ad2f9daeb7eba6f6dc59bc265e3f1ec2e74a7ad703bb750bc;08;01;2018
9dc3efe088bd3422c669cd6545e3ae1ec96a00f07f31c80fbbb14584cdcb3a90;20;12;2018
48365d10130b976fc13a1e4a06aa44bc8826a4306c930bf19605b426382faf3d;09;11;2017
18aceec9f98407a57472a5d4f4e45d164049789be9ee6fc57747d7efdebcc172;13;09;2018
5eb0e80eb98ff7d94c4986dfae2752897b0ea731df603f65a8f77fc9a96fe57d;11;08;2017
07877fc4832f7713f4cafb7322080658f4e24612bb2f1068fcd75b62a74b7028;04;04;2017
b71703cfeb9d12fc9725029239e4d5a02d01ff206d230c9dcdce6c1329965315;13;02;2017
a0a0bd6ca7ab5ab2d7eb9870d270208e97a02c86697e68b4a4f80295ec645bd8;04;06;2018
e8b724945f3ce6ee83c972dc8f072213b2e5f7baaaf37fbebefeab05dc88e729;04;02;2019
9fe67f341e4d059d6861ce648eedad4c97513eaa4219638f405d4270cf7a2500;08;12;2018
a1c98f8a65f0bc54d455b9100baa4773fb8c3dfed39f0d65d283bd60f17c019f;01;11;2018
8ccc531a854a15c7ed3b5ac6d19827793498bdd4c33a96c8787f2d685f3eddca;03;01;2018
8694216353768cadfabc4e90afbd66b161848e07ffcef849499e81f73fbd84c5;02;11;2017
cdb11a85937d9f2093bacd0fe6488f4f2367704974c5abab451d1f9e6c2f1b6b;11;02;2019
66ea01966ebd58e30ccc45d02a059e5819eeb5ca267f1d43f82e0add1d88ca07;06;02;2018
c2dd24a03fbbbb5e3e8fff58994de00a642d6162c512a24b795000c27e8925c6;16;07;2018
2496221492c53c3bbc7500923145ad186df388d7eecc0beb94badb1c8fdb441c;30;11;2018
f507420573e82952e14d7025175310a1314fcb61e217b2fcf2c2f04ef8c7433f;04;08;2017
a1df7e4a2b972b09164030160622be4f667efc9e73aaf94dc16b8408fd475688;13;02;2018
f8aef272cdfaf09c973ee510f68d802bf50b0caec02a9725f74adea3a12caff9;24;02;2018
ca34b77dfa0f78d74c3cb6a6780ff47202f3571418228d187593da1459c67a80;06;10;2018
a5f8f45a55d8a6e088aa9449de11adfff07e6862f29f7fadc6e1d6a9a91b7d2f;14;06;2017
82150e53302021272df9f2d43a7e8a2884992d60cc0814097e5b813eb61824ee;28;09;2017
047f8265ca8dd9c9d62d239311daa93a9544c5a97ea1f43d75c4318ee71528f9;04;07;2017
c15b131f44badba51c3d62caed0031e08f5801aa16ef0c6b9c33d934cae0fee5;12;06;2017
25c3c1f1be656ab30018d9d381587a103b64bb7ddb0c5abdf1b57c5b18944868;02;02;2018
bc5ce2b9c60db10071728c5363d8bbf3788c9be118722a1428539618b4e8d684;07;07;2018
3cb50a67566e9e8ecd63e423407a5cd5e10af5a2b5cdd915550de4eb1fe66f10;27;05;2018
cae00d03dff1e4b49b599ace4148e749c30e8bb4b384b5b09e93578d70f600d2;17;08;2017
4cd43c76d0bc08d6f31be8c770b80330cd99f4f0d09fc695d189fb6210ec97b6;23;02;2018
a9c1524ed33936f52607b80d7f85cc54a0b97d3f165a11b38e8627c07522d97d;24;03;2017
17a09b6cf9ab6a0eccb56af8f369bd9d988b9b0c779dff0a428a4e296624c9c0;08;03;2019
725963b486274b22202fbf5b277f0ea1db3c005c7b9c5294d5eea557bdacc876;11;01;2019
f7c7df5c487aef2009645395ef8540cc19237c329cccefa3e698ff422d64babf;29;05;2017
37121c71b2659dfbf222bc61b4562ccbe548a3bff2d0726d81dd07ad00287530;05;02;2017
9947736e75bb534b656ebadb207936e04aedd3a270330a0b8a5cd58801a0bf8b;26;04;2018
4101aabf65ed4326177dd63fe54b03f24d9f6cc8f0e46ab97a7c6101915fddc2;14;08;2017
24fa15d3778989345c1938b8fab56cfb295c9c7735381bcf6c67f398e6ef3358;10;01;2017
06fa913fbb2e6d9a6b0c68d4efbcf4d6816f6a0a69e16363a1418b150223a23e;01;09;2017
9b2ffc4395b921328a8b85a4addce3b5b7d00e4252496000d824ca7922b766c6;24;03;2018
b3a24f44d1326a45510a9cde5a2d5dbfa2b0e8a9d11dc48b73a957bae1fb8836;28;02;2017
299f21ad50698814a52af1b6029a3f6fc5240d09a67b8ffb28941c64ee2ed851;Não informado;Não informado;Não informado
dddf38f8fb5e4bec4942bd913acd9b242b3abe0aa7df84c62de54089a1cc9f40;29;11;2018
5bc68e80c08efde2e1899d207ca3ad02aeb64d20349e4b507ce64deecea88e8c;12;08;2018
07ffc9bd0b78a8a904a68de58311fb3b7cf5407e90eac91ce9fc26587c58eac6;17;04;2017
67e680f3d887a9a8504deefd0d8dc1ccd3feadba37494d1cd855cb53314b8f87;09;09;2018
13bf8436d52703283da3d2be70c1c3393e915f7c31478474fcdf9b54f4b7b7ee;18;02;2018
30efa887fd069c5a0438e3518c30963b64540bdd3bf7962d0cdb9117bdc2360a;06;12;2018
5757d61973b48b5d31c61011f7bfbf8025c9ee47af3fcf29ed42f6b72b13586a;20;05;2018
22aca1c3bd73cac63339cf749e852aa9e4adb9cd030a4252376da892bf07ac10;07;09;2018
0ba3dbf2555ff80fd4f315d1d75523833a7cb318620f09f5a203568d7b4a748c;01;02;2017
29e7836231c1513be1279381343c8705eae4f27f18e47477c35ebf99e5b30cee;20;11;2017
c36c3e9c0805e51e0f2441802c4705c16eb0474eb16e12eaa8309fca27683d5c;29;06;2018
93b250fd78bcb9197efb0016eb4d03be994dd8c4119d715dc046f98a6fa0f826;06;01;2019
225d261fc652708ba85334c139b89d50067c674f1e4cc0b6b59a2dcc369781c7;20;03;2017
c8d6ceac640e70e828b28de4e857384cc2d8d9e31ebd62fd7d8696e50e95c615;22;01;2018
f77451bf5936c7113ac9c1d9b35ab1e2463e430aec97a304c6f9e27e7dc626d7;24;04;2017
112282f88a1597cbdb0f830557e4ffa1723885c806aebed2bff6f5d5c52525ea;24;10;2017
82b577f28e1794dcd877c0d1af707b27a8ee5e114a509ba09212a4f0d8f4f694;28;07;2018
d8e56fb6dd9a2bf81439be03a83416317e83f6aa1800fae5136a57e889152574;26;12;2017
fbda9766d133722d54f38720b435fd83cd80b057edd225a40ac9873cfee98c75;11;05;2017
e235409ad73274784a3c3c40606b7ee2948f6de0849c93255a2f6fb734535de0;27;01;2018
6d208380571700699dce76a44dd8eebc988c57cb00266e2836ba2b6187cd617e;29;04;2018
6bb92420205bb822abef34a59945a2ca9aac96f143a5c94b17148d8e675ef66b;03;03;2018
4f4f71236cf2485226cf987e44bd4f492a171b9644519b7aaa7e9d76dd83207a;06;04;2017
41c9e8cc1742062a66d1912a235ab25e80d43e9349bac81fd213e82616b94a95;22;05;2017
3f1c1607bed8fffe052a35768e95f8c2260d1e39e12649ddb92f260de4b0241e;08;11;2018
dc2dc204b8146e351c850664ba35c66fd42adf4141b6599f6342b15d0070a782;18;08;2017
01740c383a02f01f8d03d7a82538509a2201cb9c542c0fe5ee46c16bb7f1af16;19;02;2018
4c932e3992dabd754ce9e8fd612ca6fdf7d1439fe824797057f309c18dd19d60;27;12;2017
113c3c67386f16e3841b4009c683553f4f6598a2abeb2e8b3c64f33725dc5f95;09;08;2017
abd89977d4b7047c5094862a6c7e9f842a9d100e988530b33e1867c23f1cf2d5;11;10;2018
3e6fc8bba476ede0ec4d7756f2894204f54f6954dfc0ef5e2ae152cd69208128;29;11;2017
bbc99d11f422c897d84a6a3ed990bc3450143b68656ca66e2c65d823636ad03a;22;01;2017
c3f68065b7c78846b59d58b6c425971a8424e727775da5a9b905e01c2cf2a095;24;08;2017
9b8feff4706c1738226554618c35961713490e8d6d0d05d371de02dd36c19143;19;07;2017
0d638c4271d66ab50a0bf52abccdc9095fcdc6fb96eadb7d3ff8498a56cff90a;12;04;2018
ec35798f4b537c7448f7ff07d25ea5f0680dee8c7ef701bbe5ac01a2023ec289;30;03;2018
5c733ee1cb328a8fc3c61e678e8e3ad914f402f5d96dc81cc3ca82bf829c2d44;01;08;2017
02cbdc7e0b3c3c9d65c349bb91a238d7e3840b9657c6fc618690e5fd7f54e015;08;03;2018
24273f041f8e7f6e71b3eb5456e81aa8bfa392a24822db6b689b6dda94a70c15;25;02;2018
9c7de96d6452100cbb4623d7d05afbe87aafa8eccd20c1a93d41f4e88ff6ee40;26;09;2017
b6c99434bc4c855b363c64837587f404325f94ae4c65731587ee2e88a8b78aee;20;02;2017
2065d31419ada51b4719d87ddfdcc348f55d6939c122a3668b410cff6dc51f3d;30;11;2017
9854ea4999247b762d54b8dc4b4076da83a421aa8f53e468df92d769250fc45f;27;04;2017
32f6102b0c2a707ad946a1d59467f60f9abad5f1f410e9c284af9f40a558d3e3;01;06;2018
b072a1d1c2cdda79bca426372faa9f80b9592c8e9532011d5435054d50d80982;05;01;2019
6c669c764cab018af5c02cf38a3719d5245a2deb6c9ad363602e8bc4718ebce6;10;11;2018
5ba37fa7a3a4b15d76610a5a14d061e7ddd3a531fb7cc2e7249ba8fd2ed8facb;15;01;2017
597b57ad3a07e6389d0036ad0cdf25add609cbfe49a0540ece524209f717708f;05;04;2018
e88575fb9815c35166c5ae73f0bd59bf4c59132f9e599465026cb1e838f91568;26;01;2018
76a3c641d13caa4554923104fcf6f1b2931c246283d876959a30a93e373620c0;09;03;2018
a27a33c32c750254a1c17f9e940d413f6ebded61842d36c8b01cf9ac7ea7b33e;14;07;2018
a4ca8e0bc9499929bcdd778e5e8f74dca399e3dfaa3c81bac53ae543bcfd52ff;02;03;2019
a901b88fa0f0164b693520d5ba37f2606968e90ea77a45dd9105f8bf60c78487;01;01;2018
40bd617f363d2cbc2589e507d17808648f943abf92d2eb0bd7d4d971df69e3e7;10;12;2018
4d48dc722c8d2a3feb52ea73047fe1f5d65494dcf87b056b9f8c1154840e4b52;21;05;2018
c241acd5963fe436dcd2216af7411ea240563ebc2ad9c1f55c55c9c667494a5b;31;12;2018
96697eda7d5feb0bb18c52b86665dbf9ace3cfdb4a06426b02a6b4c2611ab0f3;30;10;2017
ec2197dd78517f1c867f6b8b54d7b9b807a309d64ccfe265e79d5093e33b3499;07;10;2018
06439e03913bf4c93efe046ffbea3d72b58ecd96be1c666ddf7da96449e3d044;07;04;2017
a324587ec4b3b3ba0563e7e74981a48af2a412ab305edfdeb1b800bb20caa93d;15;03;2018
67ffab987285af21a1bf97db06a6719beaee4011483a3d110d8e28dc9486e7db;24;11;2017
a79369eb6159babda36ae99cbb8f00b1e49160aef2f1646fec4a0d52d43c2044;14;10;2018
641ec5505a658ad3700a367528c6dad89fc088e69fe0affd69f7de0910b644c8;08;04;2018
73297e9ef00c53208c8835c069714e1ff3855a1e4ffa0198c770380a705cbdfc;24;05;2017
9fb893632d5e25caa15def5fea601576d4c7444d0b3a4dc951e626041d073267;12;01;2019
74ac41417a60872772c0206eda1b3cb70befa7d7d5bde1b043e97365d67c396d;19;10;2017
bc23c56ecb2960bba3ceab7a5f834eafce655440801916489b579305ef1cec42;01;11;2017
8e148c8967046669f829a529204a8c597a1f4b2c7bc97efd3c0197a555433ffc;18;01;2019
4fdf9470e5e256d01adf153b61bf4b4f0ff9567835b8d348e41930f77b044621;07;05;2018
e88d85455d6028485d9cb18a3f988e78c03be14a0deb157d74a104e3083a4b8a;23;06;2018
199371fb3079574701f01bd064196656a8b2c93bc249605736605886f03e6115;29;06;2017
88419bbd481e49e99f3b1ceb978784c18d8e7945a66676ef9258f6d84fff2e8f;17;02;2019
43c1992b921b7aea2753791ef53fb36948af92511c1385997d1ac7b60a35b943;18;08;2018
585b4327303aee7eaa32f1768f3acd8b0307f394f07d5ff53bd256329b04c11d;13;10;2018
a89586f663c3776e58e7f447868ae7c7f4bc1e1cb1448d8b9822a45ab6f4f620;03;10;2017
b1ef3a839bfdc82dd4eb22dd3e38ed39102044870cf26f5835026fc29723e3dd;24;01;2017
0e0f3d032b2b7458a27324d79bc4543dbc40a23d7ac94beb36b4b59e7837c42e;27;07;2017
f86d03e06a83d782edd8327b3614f4a0b1bb760435a02a615ae5b0f62f073bd1;24;07;2017
8806a6298ec30c7b85bfc1b52dfad7964530eed4403cbd237111224fa0880a33;09;03;2017
f1dcc7dfd17f21d9e16430ed1d9b77aaa2935bc76503b071dd6270d3962dbbe9;08;09;2017
2567d4fe6b03285f11b428f3107adc9a0172158e748d1a58f1a8cb42837b199a;12;07;2018
4863c760d30e8991bbae18b785286fae7c50e8327bfbd29139c72ccafa338973;14;03;2019
4a9dba74e06a6ad132ad1cb591af6359cf91c2be8aa840b49827692cd3bfab48;05;11;2018
26790e09c7f72b3cb2b28f097ccdeaab851752c1c18ecbc977b9c43f6dffb294;16;01;2017
70f8540f2dc7767260c64e794dfcf887aceea0f3ea825c0e96d96ddbe177c69f;06;03;2017
8335e181d2f16d1ebfda1ff9e5066e871ab4d929633632de928c12d18125f576;10;08;2018
48f468439d9dd7ad09a0b1f811a3715b868a1b641690aaea026dbb5aea8d0c22;12;11;2018
d8f7694f0ef9110482bf71b8b3f78a9a6ed9c79f74b388d168c1239346c9e71f;08;08;2017
87c9a7b2eb23c29fbb63fdca2c2d7fff90e02ab58f810ac5119c7224c9c92ce4;03;09;2018
6c90def5ceab214dd8138c6daa4f90b7f25d1eb7ffe5e851028b99f8498d6413;21;07;2018
